serial_no,action,price,positions
415,stay,18743.607134420243,-1
416,stay,19279.107847476283,-1
417,stay,19371.535372159477,-1
418,buy,19305.168739622248,0
419,stay,19264.546744428208,0
420,short,19263.45668315725,-1
421,stay,19158.908014483168,-1
422,stay,19112.56042097404,-1
423,buy,19042.546222153127,0
424,short,19241.960368681797,-1
425,stay,18912.333042288992,-1
426,stay,18835.88144487653,-1
427,stay,18766.27066482753,-1
428,buy,18912.192643769613,0
429,short,18810.016423998764,-1
430,buy,18759.75065479719,0
432,buy,19147.86819000071,1
433,stay,18996.462516566036,1
434,stay,18966.08072803292,1
435,sell,19316.62943742585,0
436,stay,19058.72263658436,0
437,short,18920.650415538843,-1
438,stay,19118.34230333412,-1
439,stay,19296.706849030827,-1
440,stay,19247.191612170114,-1
441,buy,19361.94339752672,0
442,short,19052.750960125013,-1
443,stay,19206.100245395875,-1
444,stay,19052.651566261637,-1
445,buy,18913.9912469831,0
446,short,18881.818753324085,-1
447,stay,18856.663925375287,-1
448,buy,18971.27585325289,0
449,short,19193.214242033508,-1
450,stay,19013.190977127077,-1
451,stay,18989.24917340993,-1
452,buy,19107.245799654516,0
453,short,19014.36002614477,-1
454,buy,19187.50394739203,0
455,short,19150.4364697935,-1
456,buy,18818.46629935554,0
457,short,18402.606042698942,-1
458,stay,18444.733339076138,-1
459,buy,18854.62212305668,0
460,short,18510.625532616286,-1
461,stay,18713.05830301983,-1
462,buy,18518.124183293265,0
463,buy,18751.97730192723,1
464,sell,18942.90466936548,0
465,short,19241.44603597376,-1
466,buy,18765.91415272721,0
467,short,18886.612323002497,-1
468,buy,18961.42542438139,0
469,stay,18899.97186226219,0
470,short,18922.368550939485,-1
471,stay,18486.46033775393,-1
472,stay,18434.387085904324,-1
473,buy,18547.24647704944,0
474,stay,19003.092529573903,0
475,short,19007.484951709896,-1
476,buy,19277.597380510677,0
477,buy,19399.58463775227,1
478,sell,19599.35710882736,0
479,short,19805.608857744635,-1
480,buy,19768.817247600942,0
481,short,19596.48425742957,-1
482,buy,20002.667287514247,0
483,short,19846.053258872584,-1
484,stay,19797.297768638848,-1
485,buy,19929.671622119586,0
486,short,19742.06791154956,-1
487,stay,19650.10079685129,-1
488,buy,19533.34405072965,0
491,short,19785.794468785603,-1
492,buy,19507.880499084134,0
493,short,19618.9066128436,-1
494,stay,19868.701674015843,-1
495,stay,19621.4491756296,-1
496,buy,19209.94471917253,0
497,buy,19374.57005379202,1
498,sell,19519.223171658923,0
499,buy,19183.85171028734,1
500,sell,19116.62926355031,0
501,stay,19113.804028875384,0
502,stay,19021.52159152672,0
503,short,19058.583467458026,-1
504,stay,19320.655823447687,-1
505,buy,19449.804343908723,0
506,stay,18833.35453768216,0
507,stay,19024.04834639609,0
508,short,18903.540646422025,-1
509,buy,18906.15447791236,0
510,short,19087.021221394032,-1
511,buy,19146.75854952127,0
513,short,19700.23414431008,-1
514,stay,19437.83726491845,-1
515,stay,19559.829602107773,-1
516,stay,19760.11223174007,-1
517,buy,19849.000244551407,0
518,short,19643.68030709283,-1
519,stay,19711.02098382345,-1
520,stay,19618.571435671925,-1
521,buy,19466.8291757694,0
522,buy,19573.29147325762,1
523,sell,19752.52897732306,0
524,short,19838.230966552117,-1
525,buy,19518.545062521534,0
526,short,19975.267745009383,-1
527,buy,20082.696383621565,0
528,short,19873.48121153588,-1
529,stay,19791.107466466485,-1
530,stay,19901.19894190063,-1
531,buy,19604.270777564518,0
532,short,19663.35919468212,-1
533,stay,19404.38172735096,-1
534,stay,19537.27491871359,-1
535,stay,19541.23580532817,-1
536,stay,19570.40719438796,-1
537,buy,19691.772040372056,0
540,buy,19918.97792622026,1
541,sell,19906.70110742444,0
542,short,20299.988820228173,-1
543,stay,20519.281584405227,-1
544,buy,20385.78698900558,0
545,short,20236.474122379463,-1
546,stay,20415.96908129304,-1
547,stay,20282.840491583614,-1
548,buy,20246.68944908708,0
549,short,20552.45586716464,-1
550,stay,20492.80461731621,-1
551,stay,20622.30271386281,-1
552,buy,20950.55393371234,0
553,short,20697.020377459,-1
554,stay,20754.285032614614,-1
555,stay,20818.895614801677,-1
556,buy,20821.264725191824,0
558,stay,20821.414962676197,0
559,short,20953.68664993036,-1
560,buy,21824.31943404974,0
561,short,21852.9642057502,-1
562,buy,22114.525952461,0
564,stay,22180.664407848773,0
565,stay,21947.714550269357,0
566,short,22134.920620227786,-1
567,buy,22075.78177050205,0
568,short,22337.650906363277,-1
569,stay,22572.2039186861,-1
570,buy,22295.96286684774,0
571,stay,22809.48449686298,0
572,short,22634.80701251595,-1
573,buy,22820.904128456343,0
574,stay,22396.00620740733,0
575,short,22440.908114558948,-1
576,buy,22458.657052194725,0
577,short,22566.46845240965,-1
578,buy,22813.54582730005,0
579,short,22697.95324483274,-1
580,buy,22376.803299558876,0
581,buy,22258.24904228396,1
582,sell,22450.75162938375,0
583,short,22534.879122466828,-1
584,stay,22621.10101356413,-1
585,buy,22251.29110654755,0
586,stay,22368.576545678046,0
587,short,22365.847244428176,-1
588,buy,22323.49230373543,0
589,short,22136.72462719787,-1
590,buy,22041.753795444,0
591,stay,22542.46872504285,0
593,short,23378.14024645542,-1
594,buy,23475.30308242577,0
595,stay,23886.50390776989,0
596,short,23875.95164289434,-1
597,stay,24263.53501561293,-1
598,buy,24423.288396025982,0
599,buy,24785.0870261628,1
600,sell,24519.76042423439,0
601,stay,24289.2786661424,0
602,stay,24287.19802552636,0
603,short,24342.01229125074,-1
604,stay,24396.529308010056,-1
605,buy,23822.229453732787,0
606,stay,23677.801535320927,0
607,short,23417.50008671211,-1
608,stay,23749.0003574505,-1
609,buy,23990.09956570355,0
610,stay,23341.648945369605,0
611,stay,23468.42204832816,0
613,short,23693.24591455622,-1
614,buy,23796.32889900525,0
615,short,23864.58620062634,-1
616,buy,23945.67356281065,0
617,buy,23882.205344996928,1
618,sell,23740.130394928547,0
619,short,23842.79550014998,-1
620,stay,23676.360216125784,-1
621,stay,23944.216930650226,-1
622,stay,24092.93187119594,-1
623,buy,24054.220122123173,0
624,short,23829.177924665084,-1
625,buy,24351.64648283524,0
627,short,24300.04504999592,-1
628,buy,24241.80819899977,0
629,stay,24129.02793823778,0
630,short,23995.675274788584,-1
631,buy,24338.16753546791,0
632,short,24549.793668690887,-1
633,buy,24831.68793548476,0
634,short,25156.47763488562,-1
635,buy,25293.652900202054,0
636,stay,25608.051858449217,0
637,short,25261.97820469542,-1
638,buy,25038.99962264181,0
639,stay,24853.47247296722,0
640,stay,25108.77090782892,0
641,stay,25405.63523878092,0
642,stay,25167.01822844706,0
645,short,24912.43293253907,-1
646,stay,24485.89773988416,-1
647,buy,24917.973353005757,0
648,stay,24785.0724132988,0
649,stay,25007.382918826097,0
650,short,24535.52325922668,-1
651,stay,24401.590427024945,-1
652,stay,24168.14556263028,-1
653,stay,24403.66224710377,-1
654,stay,24495.856559230702,-1
655,stay,24156.09642952202,-1
656,buy,23642.264373764327,0
658,short,23421.90668084101,-1
659,buy,23305.570406774204,0
660,short,23303.61076863798,-1
661,buy,23232.65806349064,0
662,stay,22690.84639945453,0
663,stay,22909.70575198078,0
664,buy,22933.364854615123,1
665,sell,22901.48535295669,0
666,short,22599.619581301748,-1
667,stay,22489.751804175223,-1
668,stay,21604.14491322944,-1
669,buy,21761.57905950403,0
670,buy,21693.349120076047,1
671,sell,21802.7843172953,0
672,stay,21645.48353894282,0
673,short,21652.83946606742,-1
674,stay,21498.680453407123,-1
675,stay,21394.841052293432,-1
676,buy,21772.442740113864,0
677,short,21707.4657014599,-1
678,buy,21375.798376656337,0
679,stay,21599.843071033312,0
680,short,21394.50931938274,-1
681,stay,21032.33931884324,-1
682,stay,20919.760564456246,-1
683,stay,20702.35457141728,-1
684,stay,20641.549896533023,-1
685,stay,20550.57956937653,-1
686,stay,20513.658300534044,-1
687,buy,20291.57772816794,0
688,short,20377.93096599633,-1
689,buy,20669.72170189464,0
690,stay,20719.761730111342,0
691,stay,21092.46028167342,0
692,stay,21234.994436747336,0
693,stay,21117.179893051045,0
694,short,20925.65456441045,-1
695,buy,20848.639614428404,0
696,short,20773.447544720264,-1
697,stay,20738.00350783741,-1
698,buy,20922.213017298352,0
699,buy,20661.41933485674,1
700,sell,20828.69672152298,0
701,short,20889.6574281882,-1
702,stay,21036.752224162155,-1
703,buy,21049.14418127044,0
704,short,20836.61711521499,-1
705,stay,20595.16461442252,-1
706,buy,20705.02672611859,0
707,buy,20486.69999911125,1
708,sell,20409.11797381852,0
710,short,20243.720468822856,-1
711,buy,20412.68620496367,0
712,short,20280.71668068941,-1
713,stay,20106.80863144157,-1
714,buy,20352.9472124588,0
715,stay,20799.6227790666,0
716,short,20829.569162858654,-1
717,stay,20805.078146377145,-1
718,stay,20847.30573039463,-1
719,stay,20441.83717165522,-1
720,buy,20543.821164675886,0
721,stay,20357.22585056645,0
722,stay,20074.8849717999,0
723,stay,19852.32477929239,0
724,short,19683.58288210168,-1
725,buy,19824.7198861748,0
726,short,19888.285972497262,-1
727,stay,19864.12460928691,-1
728,buy,20131.998021130203,0
729,stay,20071.69284146676,0
730,short,20084.48709441078,-1
731,stay,19843.572358064503,-1
732,buy,19856.448081949315,0
733,buy,19692.21954924365,1
734,sell,19500.28349398733,0
735,buy,19575.49285772711,1
736,stay,19417.857784100124,1
737,sell,19713.28160516485,0
740,stay,19599.3894408823,0
743,short,19127.21264155162,-1
744,stay,19022.04189238463,-1
745,stay,18920.034568896685,-1
746,buy,19181.335017503417,0
747,stay,19043.252172760214,0
748,stay,19120.77384518368,0
749,stay,18750.253261024387,0
750,stay,19029.82982084552,0
751,stay,18976.30599913041,0
752,stay,19129.212678738484,0
753,short,19029.18877562807,-1
754,stay,18973.18625238053,-1
755,buy,19084.048190234455,0
756,buy,18968.60345022674,1
757,stay,18697.12661738733,1
758,sell,19028.161279914635,0
759,short,18922.40206117142,-1
760,buy,18847.39869748212,0
761,buy,19075.8115927449,1
762,sell,19546.05768956002,0
764,short,19650.137608246823,-1
765,stay,19808.166480536187,-1
766,buy,19607.884606938685,0
767,stay,19769.262398612795,0
768,short,19926.282547441733,-1
769,stay,20114.70387925388,-1
770,stay,19913.44058142432,-1
771,stay,19980.859487012807,-1
772,buy,19850.640252566038,0
774,short,19990.436649010386,-1
775,buy,20102.29655042291,0
776,short,20332.3990527917,-1
777,stay,20415.16337543228,-1
778,buy,20556.432014046037,0
779,short,20720.446963357157,-1
780,buy,20879.63652386174,0
781,buy,20467.254975378703,1
782,sell,20418.54878144665,0
783,short,20415.88430513286,-1
784,stay,20304.622363436472,-1
785,stay,20134.83461002381,-1
786,buy,20149.180699715216,0
787,short,20513.449460799235,-1
788,buy,20415.63114629288,0
789,short,20345.340383352905,-1
790,buy,20782.23982943532,0
791,short,20742.78021875747,-1
792,stay,20536.302309217062,-1
793,buy,20422.21860925251,0
794,short,20617.533607545505,-1
795,stay,20754.395120943555,-1
796,buy,20963.41189097723,0
797,short,20750.43101602373,-1
798,buy,21083.18596101049,0
799,short,21176.229976638795,-1
800,stay,20796.93497111981,-1
801,buy,20414.899644358888,0
802,stay,20329.4894492293,0
803,short,20465.94469614457,-1
804,buy,20328.174283155466,0
805,short,20387.828414800828,-1
806,buy,20471.496630231108,0
807,buy,20444.044349147694,1
808,sell,20309.562624196784,0
809,short,20290.662556154504,-1
810,stay,20424.40575873879,-1
811,buy,20422.709952598365,0
812,stay,19964.346872780403,0
813,short,20175.140065984644,-1
814,buy,20082.918128452573,0
815,buy,19610.374855333663,1
816,sell,19451.835602724652,0
817,short,19603.73302682813,-1
818,buy,19850.612304404596,0
819,stay,19973.11358512576,0
820,short,19958.405744757165,-1
821,stay,19965.641632124167,-1
822,stay,20200.110788495487,-1
823,buy,20299.849709933453,0
824,short,20151.01006624846,-1
825,buy,20019.25188652162,0
826,stay,20046.315763956434,0
827,short,19920.79630784369,-1
828,buy,20158.98772925816,0
830,stay,19565.581221746517,0
831,buy,19586.34733818857,1
832,sell,19621.04104910265,0
833,stay,19805.24712022574,0
834,short,19868.18710141684,-1
835,buy,20148.43689119848,0
836,short,19780.58057773873,-1
837,stay,19935.23548833267,-1
838,stay,19955.307659739665,-1
839,stay,19827.480426972998,-1
840,buy,19547.47124295503,0
841,stay,19265.47005068885,0
842,stay,19690.77059815768,0
844,stay,19618.68722780196,0
846,short,19337.35944445109,-1
847,buy,19494.579255555927,0
848,stay,19759.135913921844,0
849,short,19819.5166620126,-1
850,stay,19481.679800927657,-1
851,stay,19745.88638433477,-1
852,buy,19901.110853249837,0
853,short,19998.98925850608,-1
854,stay,19729.00399812468,-1
855,buy,19751.04422293425,0
856,short,19921.608546742227,-1
857,stay,19933.324693963845,-1
858,buy,19932.62735327528,0
859,short,20196.11839741022,-1
860,buy,20236.51635238852,0
861,stay,20553.64498668989,0
862,short,20505.17876573812,-1
863,buy,20841.32677852348,0
864,stay,20984.1133820034,0
865,stay,20893.01337205973,0
866,short,20730.589758687624,-1
867,stay,20582.07502822011,-1
868,buy,20405.107585744303,0
869,buy,20578.36870887161,1
870,stay,20797.69706914245,1
871,stay,21123.98895767498,1
872,sell,21596.81807873244,0
873,stay,21886.748200990507,0
874,stay,22022.02460773537,0
875,stay,21906.72125043431,0
877,short,21947.835244107617,-1
878,stay,22051.559231245235,-1
879,buy,22212.280149275797,0
880,short,22480.393299209507,-1
881,stay,22082.89942826596,-1
882,stay,22257.4949353584,-1
883,stay,22253.866165543783,-1
884,buy,21843.773503013468,0
885,short,21673.33807165527,-1
886,stay,21474.228370413075,-1
887,buy,21270.098048068143,0
888,short,21099.05998979604,-1
889,buy,21172.209142594987,0
890,stay,21347.489603650894,0
892,short,20670.97116604509,-1
893,buy,20389.25397565121,0
895,short,20718.525683017426,-1
896,stay,20689.91446915632,-1
897,buy,20521.132936748712,0
898,buy,20285.26017485664,1
899,sell,20571.65137974457,0
900,short,20716.835979245192,-1
901,stay,20390.20161581697,-1
902,buy,20512.27659252049,0
903,short,20599.31149303562,-1
904,buy,20329.77536221468,0
905,buy,20261.19393604222,1
906,sell,20493.7494108134,0
907,stay,20200.03951764249,0
908,stay,19845.755889745826,0
909,short,20200.96035402962,-1
910,buy,20252.873800732203,0
911,stay,19559.038989526365,0
912,stay,19151.4165953158,0
913,short,19063.36663798973,-1
914,stay,19181.6139116548,-1
915,buy,19045.986536701213,0
916,short,19177.699246611497,-1
917,stay,19401.919358898205,-1
918,buy,19287.253152142737,0
919,buy,19727.73770744896,1
920,stay,19568.722718462137,1
921,sell,19459.41091175224,0
923,stay,19487.267549804143,0
924,buy,19690.97436634802,1
925,stay,20033.62226355056,1
926,sell,20262.93298567282,0
927,buy,20034.434523704575,1
928,sell,19757.779126177185,0
929,short,19556.31928488705,-1
930,stay,19199.14588767492,-1
931,buy,19483.136877977184,0
932,stay,19564.70279417985,0
934,buy,19569.51927429543,1
935,stay,19581.57284064298,1
936,sell,19526.47001465733,0
937,short,19459.70918090542,-1
938,buy,19276.439307979115,0
939,short,19476.92522207697,-1
940,buy,19530.419184280145,0
941,stay,19332.97064261955,0
942,stay,19389.602882548952,0
943,buy,19506.283002158954,1
944,sell,19528.53367253638,0
945,stay,19675.274029145065,0
946,stay,19762.16067734237,0
947,stay,19799.9436322262,0
948,buy,19923.29167431936,1
949,stay,20355.83582259761,1
950,sell,20157.01415579516,0
951,short,20308.91343836343,-1
952,stay,19935.1327498325,-1
953,buy,19762.94823256788,0
954,short,20252.251286468945,-1
955,buy,20285.255364052045,0
956,short,20244.04738709757,-1
957,stay,20274.09561578404,-1
958,buy,20193.945567847528,0
959,short,20083.89830294808,-1
960,buy,20089.183449871707,0
962,short,20290.62002704739,-1
963,stay,20127.522169180556,-1
964,stay,20019.85098636572,-1
965,buy,19997.818914175747,0
966,short,20000.14997309631,-1
967,stay,19789.373115689665,-1
968,buy,20026.12951278832,0
969,short,19979.95118472429,-1
970,buy,20217.645886999937,0
971,buy,20270.66834221353,1
972,sell,20109.5018119563,0
973,short,20034.23556100213,-1
974,buy,20042.14286777487,0
975,short,20050.26712227489,-1
976,buy,20373.31330331248,0
977,stay,20141.15304433964,0
978,short,20048.769657406257,-1
979,stay,20428.86985396314,-1
980,buy,20261.907225490315,0
981,stay,19879.269355506825,0
983,short,19405.503146167423,-1
984,buy,19524.98760284907,0
985,stay,19552.99666251898,0
986,short,19486.33029431002,-1
987,buy,19361.02150051366,0
988,short,19312.06311507525,-1
989,buy,19520.547839351537,0
990,buy,19392.965871604087,1
991,sell,19222.102597636094,0
992,stay,19143.67698754798,0
993,stay,19641.38749153482,0
995,stay,19318.39253796307,0
996,short,19163.673520663466,-1
997,buy,19185.4696743266,0
999,short,18792.252433105958,-1
1000,stay,18642.239627802323,-1
1001,buy,18627.516846107963,0
1002,short,18582.71892490223,-1
1003,buy,18370.346542146715,0
1004,short,18415.080823026336,-1
1005,buy,18410.871992469594,0
1006,buy,18454.605726843474,1
1007,sell,18393.48454780895,0
1008,short,18094.975321574948,-1
1009,stay,17877.315272421172,-1
1010,buy,18367.855536429863,0
1011,short,18728.400552294534,-1
1012,stay,18345.4006677172,-1
1013,buy,18187.66287934618,0
1014,short,18099.289124805706,-1
1015,stay,17880.082592752864,-1
1016,stay,18029.37922496327,-1
1017,buy,17930.117714588854,0
1018,stay,18142.058614856403,0
1019,short,17934.927312208012,-1
1020,buy,17855.50488518183,0
1022,stay,17606.92307876771,0
1023,buy,17526.203788094936,1
1024,sell,17671.798722564577,0
1025,stay,17659.958578490732,0
1026,stay,17852.8719523616,0
1027,stay,17598.559871757516,0
1028,short,17791.00363354839,-1
1029,stay,17978.400059083357,-1
1030,buy,18120.20792542443,0
1031,stay,18108.48623710515,0
1033,short,17809.228830773365,-1
1034,buy,17805.788809958325,0
1035,short,17990.33521678408,-1
1036,buy,18140.98436791673,0
1037,short,18082.313850162496,-1
1038,stay,18413.002241998285,-1
1039,stay,18478.54439272697,-1
1040,buy,18660.928562582405,0
1041,stay,18470.39334662455,0
1044,stay,18343.440298626927,0
1045,stay,18525.322909064387,0
1046,stay,18215.389071229605,0
1047,short,17939.34490656495,-1
1048,stay,17953.160916951707,-1
1049,stay,18000.0451949083,-1
1050,stay,18036.858576242263,-1
1051,buy,17823.292858929755,0
1052,short,17951.405158506113,-1
1053,buy,18117.015251828198,0
1054,stay,18162.993869731097,0
1055,stay,17976.886552169606,0
1056,short,18009.539040235202,-1
1057,buy,17910.67947238744,0
1058,buy,17914.542329906264,1
1059,sell,17876.064925332103,0
1060,short,17804.406094600356,-1
1061,stay,17802.296339187516,-1
1062,buy,17660.281184251642,0
1063,buy,17412.8320925898,1
1064,sell,17278.52652796945,0
1065,short,17009.51936665378,-1
1066,buy,16710.850689196635,0
1067,stay,16838.45757917238,0
1068,stay,16755.99426493253,0
1069,short,16702.845821727416,-1
1070,stay,16950.287394573767,-1
1071,stay,16755.447796792527,-1
1072,stay,16779.208259049163,-1
1073,stay,16751.414291446374,-1
1074,buy,16635.83030933829,0
1075,buy,16836.12308348378,1
1076,sell,16763.696455996662,0
1077,short,16585.917711443304,-1
1078,buy,16393.26230022775,0
1080,short,16308.79537267764,-1
1081,stay,16371.334414464907,-1
1082,buy,16452.87085994543,0
1083,short,16377.57640408074,-1
1084,stay,16532.14871523808,-1
1085,buy,16581.265802894508,0
1086,short,16632.398674359985,-1
1087,buy,16381.031622798148,0
1089,short,16682.8036926202,-1
1090,stay,16916.21204382853,-1
1091,stay,17345.63106147414,-1
1092,buy,17526.565910790272,0
1093,stay,17269.279037694112,0
1094,short,17188.81102349496,-1
1095,stay,17111.435843999137,-1
1096,buy,17058.572303289482,0
1097,short,17117.51236345237,-1
1098,buy,17024.552846148592,0
1099,short,17212.13642050635,-1
1100,buy,17473.24877461756,0
1101,short,17533.525464747505,-1
1102,stay,17460.5331415367,-1
1103,stay,17442.653839927272,-1
1104,stay,17524.79459917478,-1
1105,stay,17285.03377203659,-1
1106,buy,17824.55952186689,0
1107,short,17743.480914977634,-1
1108,stay,17708.78318546619,-1
1109,stay,17495.72049594303,-1
1110,buy,17393.406304962267,0
1111,stay,17646.191746805896,0
1112,short,17359.535778955873,-1
1113,buy,17429.067279032177,0
1114,stay,17033.019147055773,0
1115,stay,16931.675150221636,0
1116,stay,16937.328851299862,0
1117,short,17247.283146940463,-1
1118,stay,17194.856357083652,-1
1119,buy,16988.17627427307,0
1120,short,16954.673132983477,-1
1121,stay,16876.119623523573,-1
1122,buy,16857.760476616244,0
1123,stay,16495.008780629465,0
1124,stay,16536.08812565047,0
1125,stay,16720.279767219967,0
1126,short,16354.49868501484,-1
1127,buy,16607.826885460774,0
1128,buy,16817.924925592626,1
1129,stay,16690.444886906684,1
1130,stay,17045.53971735023,1
1131,sell,17083.9265725902,0
1132,short,17077.28717714434,-1
1133,stay,17084.40670885293,-1
1134,buy,17178.25029347817,0
1135,buy,17233.786050704814,1
1136,sell,17128.717444651993,0
1138,stay,17099.040909608862,0
1139,short,16951.162205188775,-1
1140,stay,16370.302524983426,-1
1141,stay,16222.191039694526,-1
1142,buy,16140.040335373826,0
1143,short,16208.66679171687,-1
1144,buy,16339.220537931476,0
1145,short,16700.852361054716,-1
1146,stay,16659.03066200049,-1
1147,buy,16641.848723955325,0
1148,short,16368.809080491154,-1
1149,buy,16243.588917537998,0
1150,stay,16098.300381901276,0
1151,stay,16252.9709936509,0
1152,short,16186.076440563807,-1
1153,stay,15899.171148240495,-1
1154,buy,15571.740429069678,0
1155,short,15587.739049600506,-1
1156,buy,15737.99828868488,0
1157,stay,15913.554946803337,0
1158,stay,15833.704887016249,0
1159,stay,16104.56075353064,0
1160,short,16194.69929033207,-1
1161,buy,15997.44208634623,0
1162,short,15631.042981564062,-1
1163,stay,15797.128568059135,-1
1164,stay,15679.488462463867,-1
1165,stay,15790.944121419112,-1
1166,stay,15361.46775743237,-1
1167,buy,15009.00050117434,0
1168,short,14894.393342947824,-1
1169,buy,15035.783133901712,0
1170,stay,15153.872867845012,0
1171,short,15264.193762203764,-1
1172,stay,15475.343760229283,-1
1173,buy,15612.415218795382,0
1174,short,15813.490853201,-1
1175,stay,15895.020568282192,-1
1176,stay,15626.280966281603,-1
1177,buy,15699.18202241145,0
1178,short,15630.83617340485,-1
1179,buy,15569.69636641176,0
1181,stay,15407.113576947706,0
1182,short,15608.713761859446,-1
1183,buy,15683.778865054452,0
1184,short,16000.77339312232,-1
1185,stay,16015.78446222571,-1
1186,buy,15776.725392005776,0
1187,buy,16028.647267947072,1
1188,sell,16114.906053213952,0
1189,short,15974.098220693486,-1
1190,stay,15797.458598517109,-1
1191,stay,16091.760652555442,-1
1192,buy,16128.21815364423,0
1193,stay,16426.640457098707,0
1195,stay,16006.335437713007,0
1196,short,16125.631325757013,-1
1197,buy,16280.537024848862,0
1199,stay,16230.13064194717,0
1200,buy,16257.765697954104,1
1201,stay,16315.968243583116,1
1202,stay,16147.806682370485,1
1203,sell,16134.579220959133,0
1204,short,16527.629677343524,-1
1205,buy,16029.2609872493,0
1206,short,16119.366429757634,-1
1207,stay,16275.725566669613,-1
1208,stay,16098.804993906328,-1
1209,stay,15932.568580883892,-1
1210,stay,15957.053568126632,-1
1211,buy,16197.330046708874,0
1212,short,16236.72431469096,-1
1213,stay,16187.060356719549,-1
1214,buy,16077.164425394572,0
1215,short,15995.2530769984,-1
1216,stay,15895.88228133666,-1
1217,buy,15858.5993927934,0
1218,short,15998.684657399914,-1
1219,buy,15989.33638521068,0
1220,buy,15722.965317345235,1
1221,stay,15998.007383748967,1
1222,sell,16049.598998339025,0
1223,short,16259.442555504109,-1
1224,stay,16491.450114600244,-1
1225,stay,16451.2338996923,-1
1226,stay,16269.084207879616,-1
1227,stay,16342.076453600796,-1
1228,stay,16358.4008851762,-1
1229,stay,16417.900839500016,-1
1230,buy,16311.78607396159,0
1231,stay,16545.782794532795,0
1233,buy,16725.644501854087,1
1234,sell,16735.601173262807,0
1235,buy,16585.001795569526,1
1236,sell,16853.550128283263,0
1237,stay,16896.41673956149,0
1238,stay,16880.331981819127,0
1239,stay,17010.89689427653,0
1240,buy,17173.03573009738,1
1241,sell,17283.211446073747,0
1242,stay,17369.78539744492,0
1243,short,17317.96634604234,-1
1244,buy,17331.581392272863,0
1246,short,17312.434721324385,-1
1247,buy,17604.963822937993,0
1248,short,17545.47524432266,-1
1249,stay,17698.06068021528,-1
1250,buy,17689.692232571324,0
1251,stay,17707.52793015975,0
1252,short,17862.022693735016,-1
1253,stay,18038.878693439918,-1
1254,stay,17878.936912899244,-1
1255,buy,17730.580969404924,0
1256,short,17527.01775994834,-1
1257,stay,17420.62134651654,-1
1258,stay,17909.93793000673,-1
1259,stay,17724.17987956002,-1
1260,buy,17610.982334151988,0
1261,stay,17612.53727107528,0
1262,stay,17677.52477015688,0
1263,short,17782.16172978887,-1
1264,stay,17806.22097445477,-1
1265,stay,17907.839618659706,-1
1266,stay,17807.58574823927,-1
1267,buy,18100.75715026841,0
1268,stay,17837.223289761576,0
1269,short,17752.403238614446,-1
1270,buy,17716.676215575015,0
1271,stay,17794.199817427045,0
1274,short,17741.803682441678,-1
1275,buy,17959.835917525514,0
1276,short,17902.61442114788,-1
1277,stay,17512.01553603666,-1
1278,stay,17717.72702467197,-1
1279,buy,17832.504610145654,0
1281,short,17608.087254513637,-1
1282,buy,17589.07545615279,0
1284,stay,17773.96913390865,0
1285,short,17851.678006959,-1
1286,buy,17842.336524876915,0
1287,stay,17898.87903014071,0
1288,stay,17854.387677971165,0
1290,stay,17774.52673604254,0
1291,stay,17812.338247499443,0
1293,short,17913.036525854637,-1
1294,stay,17874.429725493766,-1
1295,buy,17808.446315530444,0
1297,short,17740.482011753607,-1
1298,stay,17494.75511649012,-1
1299,stay,17247.38920896825,-1
1300,buy,17075.876947427547,0
1301,stay,16759.774489725944,0
1302,stay,16635.72692374287,0
1303,short,16789.959869129136,-1
1304,stay,16941.918776403167,-1
1305,buy,17222.489764699094,0
1306,short,17415.603347102537,-1
1307,stay,17371.035146801496,-1
1308,buy,17133.16427987057,0
1309,short,16809.085566404203,-1
1310,stay,16871.041836776792,-1
1311,buy,16901.798947068513,0
1313,short,16678.1604721695,-1
1314,stay,16760.65546326839,-1
1315,buy,16775.4329412669,0
1316,short,16778.817983669032,-1
1317,stay,16868.97746337922,-1
1318,buy,16786.490668401795,0
1319,short,16735.335890299793,-1
1320,stay,16475.84961080279,-1
1321,stay,16459.657925833195,-1
1322,stay,16400.619393881516,-1
1323,stay,16086.512973057124,-1
1324,stay,16214.594863002463,-1
1325,buy,16151.496115166816,0
1327,stay,16353.388827422696,0
1328,short,16064.886682772818,-1
1329,stay,15700.99191472544,-1
1330,buy,15424.327681936113,0
1331,stay,15386.77859987023,0
1332,short,15629.22615233534,-1
1333,buy,15413.09513133943,0
1334,short,15375.487321620642,-1
1335,stay,15147.395857011532,-1
1336,buy,15435.68336471167,0
1337,short,15468.277679727196,-1
1338,stay,15497.35178607605,-1
1339,buy,15258.307280459008,0
1340,stay,15322.65474064324,0
1342,short,15531.062242861986,-1
1343,stay,15407.50436088559,-1
1344,stay,15546.598026378088,-1
1345,buy,15368.665037256258,0
1346,stay,15170.79718858128,0
1347,stay,14995.855283909525,0
1348,short,14962.27950098268,-1
1349,buy,14643.868721924182,0
1350,short,14781.77226964028,-1
1351,buy,14601.405664522508,0
1353,stay,14857.918301328707,0
1354,stay,15028.459144115515,0
1355,buy,15031.679701111429,1
1356,sell,15242.423842329425,0
1357,buy,15248.069503637133,1
1358,sell,15441.827238083086,0
1359,short,15406.00721627774,-1
1360,stay,15392.262523258802,-1
1361,buy,15363.659378269176,0
1362,short,15583.195775411496,-1
1363,stay,15485.127976247146,-1
1364,stay,15152.941915948137,-1
1365,buy,15323.41627046621,0
1366,short,15340.5289798787,-1
