serial_no,action,price,positions
1367,buy,15143.991555457224,0
1368,stay,15128.78307534036,0
1369,short,15154.494819591531,-1
1370,buy,14818.390056439206,0
1371,short,14514.576862345975,-1
1372,buy,14369.809123156443,0
1373,short,14333.97151174374,-1
1374,buy,14476.084414100553,0
1375,short,14284.25766374039,-1
1376,stay,14128.957411782643,-1
1377,buy,14254.42581930592,0
1378,stay,14355.16370332773,0
1379,short,14459.758681803683,-1
1380,buy,14946.0685996973,0
1381,short,15222.231963314443,-1
1382,stay,15163.159063251636,-1
1383,stay,15141.934597370087,-1
1384,buy,14798.575292126843,0
1385,short,14917.115851495046,-1
1386,stay,14728.405427663363,-1
1387,buy,14743.662450578197,0
1388,short,14867.465095877733,-1
1389,stay,14782.042688046604,-1
1390,stay,14855.799062847778,-1
1391,stay,14813.535801281769,-1
1392,buy,14863.930030727455,0
1393,short,14764.535351994797,-1
1394,stay,14721.296482457572,-1
1395,buy,14595.919124445249,0
1396,short,14715.63970629668,-1
1397,stay,14623.964361375252,-1
1398,stay,14648.907377273235,-1
1399,stay,14704.958819183488,-1
1400,buy,14669.404542422331,0
1401,stay,14519.105075420002,0
1402,stay,14598.66595895802,0
1403,short,14535.213314507197,-1
1404,buy,14822.27111384946,0
1405,stay,15244.302473944988,0
1407,stay,15452.626279747255,0
1408,stay,15463.863315584638,0
1409,short,15544.089287831064,-1
1410,stay,15568.468309612115,-1
1411,buy,15601.785828375152,0
1412,short,15404.31997454489,-1
1413,stay,15208.862625640928,-1
1414,stay,15318.839009635993,-1
1415,stay,15107.587916403958,-1
1416,buy,14932.10008262339,0
1417,short,14891.720248994448,-1
1418,stay,14839.1149883097,-1
1419,stay,14891.268516132115,-1
1420,buy,15158.449039573616,0
1421,short,15152.485884209813,-1
1422,buy,14950.091972345448,0
1423,short,15051.801753304424,-1
1424,stay,14862.457460050717,-1
1425,stay,14750.23935003412,-1
1426,stay,14961.398588334598,-1
1427,stay,14924.599766375562,-1
1428,stay,14844.723038071888,-1
1429,stay,14883.607926934768,-1
1430,buy,14770.474666872764,0
1431,stay,14799.3432704117,0
1432,stay,14866.11199685358,0
1433,short,14600.435761029816,-1
1434,stay,14419.171554750616,-1
1435,stay,14023.9323421881,-1
1436,buy,13964.58935441274,0
1437,short,13593.315865817882,-1
1438,buy,13341.38464374042,0
1439,short,13102.0563625977,-1
1440,buy,12764.24450450252,0
1441,buy,12768.589544345488,1
1442,sell,12738.889745363706,0
1443,stay,12704.220818228036,0
1444,short,12532.189227983565,-1
1445,buy,12492.6321800491,0
1446,buy,12588.792079690376,1
1447,sell,12658.386795584433,0
1448,short,12740.61631459331,-1
1449,buy,12681.164270526331,0
1450,short,12691.51187150045,-1
1451,buy,12936.893285776325,0
1452,stay,13060.881279743668,0
1453,short,12845.754178148132,-1
1454,stay,12967.785517654624,-1
1455,stay,12831.47855955316,-1
1456,buy,12667.088119685748,0
1457,short,12629.515559864454,-1
1458,stay,12575.431458509722,-1
1459,buy,12545.084578963895,0
1460,stay,12630.856773864398,0
1461,stay,12812.238126254111,0
1462,stay,12910.85226184933,0
1463,stay,12830.610276621355,0
1464,short,12740.664003167469,-1
1465,stay,12701.499413620946,-1
1466,stay,12472.499077308552,-1
1467,stay,12556.18899919061,-1
1468,buy,12413.835756648306,0
1469,short,12446.23594284646,-1
1470,buy,12576.09459781171,0
1471,stay,12285.660642485522,0
1472,stay,12251.900008681512,0
1474,short,12432.677205807968,-1
1475,stay,12107.260164590363,-1
1476,stay,12124.55525298683,-1
1477,buy,12170.150770442997,0
1478,short,12303.847606121377,-1
1479,stay,12191.263291382513,-1
1480,buy,12147.263285304418,0
1481,short,12011.876686461304,-1
1482,buy,11838.238120492775,0
1483,short,11923.39141321278,-1
1484,stay,11908.891358265242,-1
1485,stay,12122.060808237891,-1
1486,buy,12115.146454147667,0
1487,short,11936.888067424088,-1
1488,stay,11866.233276312809,-1
1489,buy,11873.508214378531,0
1490,stay,11808.290153552303,0
1491,stay,11768.381123758014,0
1493,stay,11782.4636157207,0
1494,stay,11967.614962141086,0
1495,short,12103.044804549092,-1
1496,stay,11961.679970660209,-1
1497,stay,11807.752428768476,-1
1498,buy,11774.725619419209,0
1499,stay,11621.99144843779,0
1501,short,11646.230582179149,-1
1502,buy,11614.619655789533,0
1503,stay,11577.640466424828,0
1504,stay,11422.22407638996,0
1505,short,11360.298167569405,-1
1506,stay,11444.178608149554,-1
1507,stay,11315.87586606856,-1
1508,stay,11372.988597340574,-1
1509,buy,11525.29810049238,0
1510,short,11444.011703763204,-1
1511,buy,11393.167078072443,0
1512,short,11348.720417902794,-1
1513,stay,11542.613846052263,-1
1514,stay,11602.126508775742,-1
1515,stay,11810.534122358957,-1
1516,stay,11702.43876214198,-1
1517,stay,11744.42500577276,-1
1518,buy,11524.0706636161,0
1519,short,11562.91800957047,-1
1520,buy,11423.036384542354,0
1523,buy,11141.926995978089,1
1524,sell,11115.77689477537,0
1525,buy,11091.435982051147,1
1526,sell,10859.519382726998,0
1527,short,10759.963619696671,-1
1528,stay,10937.401140174385,-1
1529,buy,10849.030994033945,0
1530,stay,10862.639404767164,0
1531,short,11092.977098902757,-1
1532,stay,11236.23965223639,-1
1533,stay,11208.305496642151,-1
1534,stay,11111.536719363325,-1
1535,stay,11231.893210041684,-1
1536,buy,11167.647955327904,0
1537,short,11147.859209256489,-1
1538,buy,11131.868304599542,0
1539,short,11220.321280766731,-1
1540,buy,11200.30473832483,0
1541,short,11273.188684899756,-1
1542,stay,11504.719879910504,-1
1543,buy,11515.63191975837,0
1545,buy,11615.73148319206,1
1546,stay,11581.39282842833,1
1547,sell,11600.557402491711,0
1548,stay,11598.885214762033,0
1549,short,11430.69271023901,-1
1550,buy,11687.008628414906,0
1552,short,11641.01195302913,-1
1553,stay,11396.43806651701,-1
1554,stay,11344.480109717257,-1
1555,stay,11270.413951666167,-1
1556,buy,11215.241424850728,0
1557,short,11372.46546457896,-1
1558,buy,11507.891059232825,0
1559,short,11356.386548063698,-1
1560,buy,11589.098443962876,0
1561,buy,11521.906119106883,1
1562,sell,11522.421573445636,0
1563,stay,11483.830391461295,0
1565,short,11406.043126240023,-1
1566,stay,11345.482957052986,-1
1567,stay,11369.073358940812,-1
1568,stay,11562.419651857164,-1
1569,buy,11816.431023309391,0
1570,short,11954.401402385569,-1
1571,stay,11915.011142972377,-1
1572,buy,11977.273482143552,0
1573,stay,11902.737086584755,0
1574,buy,11970.678896452995,1
1575,sell,11875.144481335645,0
1576,short,12094.540919054243,-1
1577,buy,12213.612779013982,0
1578,short,12267.787523318731,-1
1579,buy,12390.812167443715,0
1580,stay,12421.413795813767,0
1581,short,12378.125398834518,-1
1582,stay,12592.054659287613,-1
1583,buy,12397.729239749457,0
1584,stay,12519.973505857766,0
1585,short,12251.120260394604,-1
1586,buy,12102.902194016597,0
1587,stay,12439.954601168409,0
1588,stay,12572.305661680472,0
1589,stay,12623.33195020314,0
1590,stay,12482.573068673162,0
1591,short,12384.665321659368,-1
1592,stay,12484.652017615608,-1
1593,stay,12557.70119368217,-1
1594,stay,12537.375993415852,-1
1595,buy,12729.97957959306,0
1597,short,12637.833818775896,-1
1598,buy,12819.704758371176,0
1599,stay,12775.445689373191,0
1600,short,12471.88818968549,-1
1601,buy,12555.558669269978,0
1602,stay,12484.274192870154,0
1604,stay,12599.52808376059,0
1605,buy,12524.388160956598,1
1606,stay,12571.512079425176,1
1607,sell,12669.53829198809,0
1608,stay,12836.760401358662,0
1609,stay,12900.375199193788,0
1610,short,12962.624449032615,-1
1611,stay,12931.321498018711,-1
1612,buy,13123.677785867956,0
1613,stay,13139.141926016688,0
1614,stay,13308.15374538114,0
1615,short,13433.919986811725,-1
1616,stay,13801.730058315745,-1
1617,stay,14019.68215790148,-1
1618,buy,13798.765161292647,0
1619,short,13774.210588778302,-1
1620,stay,13741.599675172409,-1
1621,buy,13843.74199618981,0
1622,short,13869.43685088635,-1
1623,buy,13946.107031190542,0
1624,short,13618.62999241194,-1
1625,stay,13682.946348038831,-1
1626,buy,13493.351423368846,0
1627,stay,13288.764147365542,0
1628,stay,13035.110496321437,0
1631,stay,13405.020987255572,0
1632,stay,13360.1529308249,0
1633,short,13609.649102004943,-1
1634,stay,13724.7576601425,-1
1635,buy,13673.452894644934,0
1636,stay,13950.85639004603,0
1638,short,14123.66696036041,-1
1639,buy,14277.52136210817,0
1641,short,14369.541519623312,-1
1642,stay,14389.57820147294,-1
1643,stay,13985.801459515353,-1
1644,buy,14139.423072842412,0
1645,short,14345.559604759435,-1
1646,stay,13857.98829798952,-1
1647,buy,13933.922080267312,0
1648,stay,13920.300756600958,0
1649,short,14206.981832057816,-1
1650,buy,14110.84722075021,0
1651,buy,14314.847679146988,1
1652,sell,14480.279455585292,0
1654,stay,14791.294962889277,0
1655,stay,14729.760016974838,0
1656,short,14513.497824910311,-1
1657,stay,14591.625223862826,-1
1658,buy,14657.813615960276,0
1661,short,14496.09055287384,-1
1662,stay,14458.76517386007,-1
1663,stay,14154.096118525626,-1
1664,buy,14310.365670025183,0
1665,short,14179.333716796324,-1
1666,buy,13901.947747361217,0
1667,short,13918.041488758268,-1
1668,buy,14101.92715301527,0
1669,stay,13965.202751610288,0
1670,short,14196.07551487165,-1
1671,stay,14028.883314050983,-1
1672,stay,14173.934819022372,-1
1673,buy,14073.414913597548,0
1674,short,14115.890154296669,-1
1675,buy,13940.669840594484,0
1676,short,14205.183907703167,-1
1677,stay,14279.358789127142,-1
1678,stay,14350.399463898297,-1
1679,buy,14412.480780260568,0
1681,short,14320.670374575966,-1
1682,buy,14422.500605218944,0
1683,stay,14590.64241204845,0
1684,short,14966.688555212651,-1
1685,buy,15226.008604056213,0
1686,stay,15347.862991750606,0
1687,short,15080.494786425876,-1
1688,buy,15145.755749499576,0
1689,short,15181.242556843556,-1
1690,buy,15200.742713433729,0
1691,short,15181.041757554432,-1
1692,buy,15132.0882965952,0
1693,short,15213.74750091446,-1
1694,stay,15395.395542125589,-1
1695,buy,15596.365646506923,0
1696,short,15901.848705905184,-1
1697,buy,16484.151976083485,0
1698,short,16738.32589798387,-1
1699,stay,16752.00463668632,-1
1700,buy,16905.060862150418,0
1701,buy,16786.730609228744,1
1702,stay,16860.240719223908,1
1703,sell,16574.614014630934,0
1704,stay,16649.43463724892,0
1705,stay,16667.265149310024,0
1706,stay,16805.351451457664,0
1707,short,16693.689462936887,-1
1708,stay,16836.6132174632,-1
1709,buy,16888.23488618922,0
1710,short,16998.70948729369,-1
1711,buy,17044.117490093322,0
1713,stay,17281.90554988976,0
1714,stay,17517.202520962175,0
1715,stay,17726.615626004597,0
1716,short,17627.81223137711,-1
1717,stay,17772.559894867798,-1
1718,stay,17512.64804912247,-1
1719,stay,17690.113887640302,-1
1720,buy,17558.881884319286,0
1721,short,17470.40505618337,-1
1722,buy,17638.58845162485,0
1723,short,17541.593365723886,-1
1724,buy,17587.02038863501,0
1725,stay,17534.052934155632,0
1726,buy,16953.701316942574,1
1727,stay,17083.1922145287,1
1728,sell,17345.05560117874,0
1729,stay,17575.163485223104,0
1730,short,17246.28660647468,-1
1731,stay,17196.30856159068,-1
1732,buy,17385.559007301108,0
1733,short,17567.54501511936,-1
1734,stay,17472.139955211096,-1
1735,stay,17661.96619804451,-1
1736,buy,17977.78982468133,0
1737,short,18302.523125660384,-1
1738,buy,18410.393450241805,0
1740,stay,18406.382555276065,0
1741,stay,18850.93521564038,0
1743,stay,18710.415917211005,0
1744,stay,18691.999546322957,0
1746,short,18548.30340382054,-1
1747,buy,18457.41704434041,0
1748,stay,18540.033093664468,0
1749,short,18457.02279356713,-1
1750,stay,18443.360043718905,-1
1751,buy,18179.826794082284,0
1752,stay,18311.255199689294,0
1755,stay,18069.51655698942,0
1756,stay,18242.285675862844,0
1757,short,18022.609749513857,-1
1758,buy,17718.215707961182,0
1759,short,17792.982196725232,-1
1760,stay,17995.777069343883,-1
1761,buy,17859.09814860997,0
1762,stay,18075.12965004287,0
1763,stay,18202.808301644764,0
1764,short,18228.01386600832,-1
1765,stay,18388.99924814753,-1
1766,buy,18385.163292964677,0
1768,buy,18315.20042836188,1
1769,sell,18396.02757588919,0
1770,short,18619.713163768032,-1
1771,stay,18422.05058427536,-1
1772,buy,18422.28754351137,0
1773,short,18240.44673102618,-1
1774,buy,18537.726176199307,0
1775,buy,18491.62131214648,1
1776,sell,18127.266237151645,0
1779,short,18064.830057423704,-1
1780,buy,18212.52016764393,0
1781,short,18273.15119557525,-1
1782,buy,18365.437940881995,0
1784,short,18473.86662440384,-1
1785,stay,18540.499794671447,-1
1786,stay,18704.041816821227,-1
1787,stay,18925.49232714869,-1
1788,stay,18842.825701763573,-1
1789,stay,19216.225537475253,-1
1790,buy,19293.075197884064,0
1792,short,19369.60689534964,-1
1793,buy,19660.6877124458,0
1794,short,19862.40134029241,-1
1795,buy,19757.81190700291,0
1797,stay,19999.373802994585,0
1798,short,19908.785547222986,-1
1799,buy,20051.48020216544,0
1800,short,20026.545593650404,-1
1801,stay,19844.953146556672,-1
1802,buy,19698.276982275504,0
1804,short,19556.68178560361,-1
1805,stay,19759.835495086383,-1
1806,stay,19754.729399703407,-1
1807,stay,19725.20509578452,-1
1808,buy,19324.61366631789,0
1809,short,19311.863743923725,-1
1810,stay,19584.36656027456,-1
1811,buy,19584.76808941977,0
1812,stay,19809.838656858014,0
1813,short,20213.64225960869,-1
1814,buy,20545.552299313786,0
1815,stay,20494.541592982496,0
1816,short,20631.49565101547,-1
1817,buy,20340.28016521421,0
1818,short,20168.5655799086,-1
1819,buy,19918.256887130578,0
1820,stay,19533.4513205534,0
1821,short,19843.02626277294,-1
1822,stay,19345.9020419998,-1
1823,stay,19459.22988631707,-1
1824,stay,19981.777721108225,-1
1825,stay,20158.38146453332,-1
1826,stay,20335.128594518093,-1
1827,stay,20464.0510238646,-1
1828,stay,20464.11863814196,-1
1829,buy,20565.047073740323,0
1830,stay,20955.789036231465,0
1832,short,20242.57960353252,-1
1833,buy,19877.951778495124,0
1834,short,19644.099890742425,-1
1835,buy,19376.76790947599,0
1836,stay,19529.74524796179,0
1837,short,19262.810086502926,-1
1838,stay,19074.94765082897,-1
1839,buy,19130.986171339435,0
1840,stay,19689.830090898464,0
1841,short,19781.450503156077,-1
1842,buy,19895.49418751072,0
1844,short,19947.982686533946,-1
1845,buy,19937.881289977315,0
1848,short,19930.056606122267,-1
1849,stay,20043.82112646012,-1
1850,stay,19967.25208426488,-1
1851,stay,19789.38902990207,-1
1852,stay,19835.429499882284,-1
1853,buy,19993.31044216825,0
1854,stay,19873.24007754019,0
1855,short,19638.68014290036,-1
1856,buy,19529.440308766,0
1857,short,19838.49175998724,-1
1858,stay,19939.12068791423,-1
1859,stay,19968.46375698041,-1
1860,stay,19642.916644956837,-1
1861,stay,19873.35912950105,-1
1862,buy,19433.375814243547,0
1864,stay,19519.407476730823,0
1865,buy,19437.05719695859,1
1866,sell,19337.5774293446,0
1868,short,19204.126738826893,-1
1869,buy,19168.935384805016,0
1870,short,18632.04137388992,-1
1871,stay,18740.637818427727,-1
1872,stay,18772.639074946448,-1
1873,stay,18644.68428589062,-1
1874,stay,18656.616698332095,-1
1875,buy,18445.63430442433,0
1876,stay,18200.98433418789,0
1877,short,18325.289360377712,-1
1878,stay,18418.71681814151,-1
1879,stay,18736.793378310507,-1
1880,buy,18675.50675854215,0
1881,short,18642.87206008509,-1
1882,stay,18438.27509871621,-1
1883,stay,18613.859465318317,-1
1884,stay,18844.898332346074,-1
1885,stay,18703.1016502638,-1
1886,stay,18476.8218985734,-1
1887,buy,18580.706617206997,0
1888,short,18264.958091176937,-1
1889,buy,18091.720547335244,0
1890,short,17978.738259873782,-1
1891,buy,18046.913947169327,0
1893,short,18047.84460473468,-1
1894,buy,18056.89681652557,0
1895,short,18046.87209383758,-1
1896,stay,18130.42083161254,-1
1897,buy,18199.95145722947,0
1898,short,18235.67115842545,-1
1899,buy,18052.532674683054,0
1900,stay,17864.635909408487,0
1901,short,17823.79840602009,-1
1902,buy,17691.82073243391,0
1903,short,17646.725890049707,-1
1904,buy,17698.46079366957,0
1905,short,17601.68002650781,-1
1906,buy,17562.57989938005,0
1907,stay,17823.912654673873,0
1908,short,18235.012709845298,-1
1909,buy,18426.82277760827,0
1910,short,18245.70362788531,-1
1911,stay,18228.96907314473,-1
1912,stay,18273.557840371464,-1
1913,stay,18310.36742740389,-1
1914,buy,18639.085146053505,0
1915,buy,18529.09846506314,1
1916,sell,18808.48069341165,0
1917,short,18699.659347210567,-1
1918,buy,18670.51057249148,0
1919,stay,18732.51717132399,0
1920,short,18556.09875865795,-1
1921,stay,18642.3681058974,-1
1922,buy,18697.317871929317,0
1923,short,18562.994503674094,-1
1924,stay,18727.9981949919,-1
1925,buy,18495.02095929952,0
1926,short,18677.13284762771,-1
1927,buy,18679.64530977742,0
1928,stay,18717.242422983767,0
1929,short,18586.10442291673,-1
1930,buy,18747.50983735552,0
1931,short,18853.304013008423,-1
1932,stay,19006.11420798057,-1
1933,stay,19311.20816337233,-1
1934,stay,19220.658291059182,-1
1935,buy,19441.385516569426,0
1936,short,19615.80626825516,-1
1937,buy,19376.538597271723,0
1938,short,19332.85696858363,-1
1939,stay,19806.355772369432,-1
1940,stay,19710.820138535208,-1
1941,buy,19732.48337569901,0
1942,short,19481.065239465155,-1
1943,stay,19567.287315149173,-1
1944,stay,19239.598931360444,-1
1945,stay,19529.39174075548,-1
1946,stay,19759.956821526925,-1
1947,buy,19767.25697319002,0
1948,short,20292.685836512326,-1
1949,buy,20419.365789630538,0
1950,short,20780.71813369731,-1
1951,buy,20708.27840852365,0
1953,stay,20740.03784347392,0
1954,stay,20423.65746852373,0
1955,stay,20458.06582158292,0
1956,short,20565.082813359164,-1
1957,buy,20260.94340777413,0
1958,buy,20267.786762650678,1
1959,stay,20180.28873774273,1
1960,sell,19979.535595537287,0
1961,short,19781.90592175997,-1
1962,stay,20116.380557581742,-1
1963,buy,19976.3509883551,0
1964,stay,20259.35950160899,0
1965,stay,20197.158031877563,0
1966,short,20134.94568001405,-1
1967,stay,20107.14173305427,-1
1968,stay,20005.50179260377,-1
1969,stay,20153.10384951307,-1
1970,stay,20439.762832147066,-1
1971,buy,20383.89929397163,0
1972,short,20462.45906677149,-1
1973,stay,20640.904038709425,-1
1974,stay,20552.493462111997,-1
1975,buy,20745.18690462077,0
1976,short,20752.91570488917,-1
1977,buy,20795.666825259363,0
1978,stay,20581.67337712806,0
1979,short,20855.75633337728,-1
1980,buy,20823.0849629177,0
1981,short,20735.226535557675,-1
1982,stay,20858.797300797905,-1
1983,stay,21209.51177250724,-1
1984,stay,21137.043677746224,-1
1985,buy,21219.017325289213,0
1986,stay,21205.213985943592,0
1987,short,21235.306789409937,-1
1988,buy,20778.991888140277,0
1989,short,20885.91237385738,-1
1990,buy,20735.6314538516,0
1991,short,20671.719380523307,-1
1992,buy,20639.276559523896,0
1993,buy,20334.064603726973,1
1994,sell,20462.423546476453,0
1995,buy,20566.46480892989,1
1996,sell,20724.05427205884,0
1997,short,21268.48904088372,-1
1998,stay,21113.40872726424,-1
1999,stay,21195.44897402549,-1
2000,stay,21106.24353286678,-1
2001,stay,20630.59634082988,-1
2002,buy,20391.728173730557,0
2003,stay,19994.47669591715,0
2004,short,20037.927059127986,-1
2005,stay,19583.890011672825,-1
2006,buy,19763.113204209603,0
2007,short,20041.582798150663,-1
2008,buy,19879.51042140578,0
2010,stay,19911.111225922406,0
2011,short,19792.369552705528,-1
2012,stay,19921.589394002567,-1
2013,stay,19667.533776796157,-1
2014,stay,19765.29253132397,-1
2015,buy,19805.18959192569,0
2016,buy,19814.304756730187,1
2017,sell,19861.82170104833,0
2018,buy,19908.81782489288,1
2019,stay,19894.425930347417,1
2020,sell,19347.44718249116,0
2021,short,19290.53904459104,-1
2022,stay,19061.7945045619,-1
2023,stay,19040.709698375027,-1
2024,buy,19118.22114605831,0
2027,short,19186.571394632552,-1
2028,buy,19112.34462170929,0
2029,stay,19074.30551392473,0
2030,buy,19361.11023673275,1
2031,sell,19364.99774227109,0
2032,short,19268.180490590585,-1
2033,buy,19418.39443362404,0
2034,short,19312.825124875537,-1
2035,stay,19590.86816098654,-1
2036,buy,19392.501033166816,0
2037,stay,19369.731536948195,0
2038,stay,19404.02446131361,0
2039,short,19495.66691251164,-1
2040,buy,19125.18210659989,0
2041,short,19343.372166683286,-1
2042,stay,19267.051947797063,-1
2043,buy,19050.231651597634,0
2044,stay,18895.1022316029,0
2045,short,18948.470134819763,-1
2046,stay,18516.958918865243,-1
2047,stay,18557.74820419749,-1
2048,buy,18543.610215510453,0
2049,stay,18617.329516443184,0
2050,short,18706.426676188963,-1
2051,buy,18928.14697023328,0
2052,buy,19011.9054661416,1
2053,sell,19018.61523022856,0
2054,stay,19185.28780208371,0
2055,short,19124.716199861512,-1
2056,buy,19390.83871914677,0
2057,stay,19007.82225911181,0
2058,buy,19241.64994327887,1
2059,sell,18979.68909282416,0
2060,short,18934.662619646588,-1
2061,stay,18493.64230107944,-1
2062,buy,18733.786161710083,0
2064,short,18831.05127378428,-1
2065,stay,18720.893019267023,-1
2066,stay,18815.09808824232,-1
2067,buy,18655.987870248053,0
2068,stay,18815.232084735148,0
2069,stay,18503.66760611241,0
2070,short,18382.272447226405,-1
2071,stay,18091.35329502038,-1
2072,buy,17945.556478240913,0
2073,buy,18103.973428569218,1
2074,sell,18075.62301376329,0
2076,short,18219.539376935707,-1
2077,stay,18131.01633238987,-1
2078,buy,18359.59217924327,0
2079,stay,18227.562095248497,0
2080,buy,18125.177061450595,1
2081,sell,18110.02314747934,0
2082,short,18155.39976308364,-1
2083,stay,17898.71928950887,-1
2084,buy,18007.105309349474,0
2085,short,18100.427694037968,-1
2086,buy,18305.184176010323,0
2087,short,18339.97777384546,-1
2088,stay,18451.2224024995,-1
2089,stay,18518.5402865574,-1
2090,buy,18546.958475934003,0
2091,buy,18215.00021246058,1
2092,sell,18226.563116735902,0
2093,short,18197.22763321341,-1
2094,stay,18245.757247855567,-1
2095,buy,18158.345361168467,0
2096,short,18076.4529933066,-1
2097,buy,18278.991878747107,0
2099,short,18586.78640441177,-1
2100,buy,18684.656953033147,0
2101,short,18337.182119150915,-1
2102,stay,18066.666946458103,-1
2103,stay,18191.70290316259,-1
2104,stay,18205.1297625704,-1
2105,stay,17912.15249329821,-1
2106,buy,17804.830794367204,0
2107,stay,17815.263223906662,0
2108,stay,17802.900579396628,0
2109,buy,17908.335231258454,1
2110,sell,18189.545566893747,0
2112,short,18438.910088406534,-1
2113,stay,18258.020220176877,-1
2114,stay,18059.98844154634,-1
2115,buy,17834.665934910678,0
2116,stay,17643.885699455113,0
2117,short,17329.74003476085,-1
2118,stay,16999.471410070848,-1
2119,stay,16873.97210051265,-1
2120,stay,17042.95940606682,-1
2121,stay,16990.48777653209,-1
2122,stay,16854.142233047187,-1
2123,stay,16564.264417217615,-1
2124,buy,16832.99391639838,0
2125,short,16877.85334321206,-1
2126,stay,16932.377183324803,-1
2127,stay,16737.988710607795,-1
2128,stay,16878.58666847728,-1
2129,buy,16678.717309886742,0
2130,buy,16762.897951366063,1
2131,sell,16714.9448651352,0
2132,stay,17161.795475438834,0
2133,short,17136.141596010002,-1
2134,buy,16939.89969334641,0
2135,short,16776.343051245807,-1
2136,stay,16826.916017927644,-1
2137,stay,16619.49328147679,-1
2138,buy,16839.31457361654,0
2139,stay,16801.86851470357,0
2140,stay,16574.19802051486,0
2141,stay,16761.412606851984,0
2143,short,16856.664903284734,-1
2144,stay,17037.19539004751,-1
2145,buy,17356.843384847478,0
2146,short,17529.014953205064,-1
2147,stay,17528.45830360773,-1
2148,buy,17631.848177537977,0
2150,short,17653.653833727836,-1
2151,stay,17525.421802105287,-1
2152,stay,17703.955528910898,-1
2153,buy,17873.76729516916,0
2154,buy,17875.85279686898,1
2155,sell,17917.643055215995,0
2156,stay,18169.16853802939,0
2157,stay,18674.18462022049,0
2158,stay,18338.95933827578,0
2160,short,18810.576564121115,-1
2161,stay,18672.555770831976,-1
2162,stay,18841.36716975991,-1
2163,stay,18495.60723457869,-1
2164,buy,18207.79709749008,0
2165,stay,18054.390572431963,0
2166,short,17916.857324001547,-1
2167,buy,18147.720409711063,0
2168,short,17940.974695224893,-1
2169,stay,17918.64442704274,-1
2170,stay,17880.488355586942,-1
2171,stay,17805.507861649585,-1
2172,buy,18068.0980626498,0
2173,stay,18200.185921012213,0
2174,short,18129.849215646864,-1
2175,stay,18223.15941333995,-1
2176,stay,18028.40360808988,-1
2177,buy,17944.40465303457,0
2178,stay,17827.28414703135,0
2179,stay,17916.563981683183,0
2180,stay,18291.9355123536,0
2181,short,18225.577069219788,-1
2182,buy,18342.09044162245,0
2183,short,18207.71111813641,-1
2184,buy,18277.241660558768,0
2185,short,18377.439009852573,-1
2186,buy,18370.14423544079,0
2187,stay,18323.325532011244,0
2188,short,18206.41894542745,-1
2189,buy,18443.935550008675,0
2190,short,18383.790638913604,-1
2191,buy,18373.29341880485,0
2193,short,19457.11022313218,-1
2194,buy,19302.55795250489,0
2195,short,19468.22317452811,-1
2196,buy,19438.34611773009,0
2197,stay,19110.50717486341,0
2198,stay,19366.287444331352,0
2199,short,19939.15652337335,-1
2200,stay,19803.08071150742,-1
2201,buy,19832.96299118764,0
2203,short,19989.48644938224,-1
2204,buy,19692.43404072799,0
2205,stay,19708.65109753844,0
2206,stay,19549.678553300542,0
2207,short,19492.981925947053,-1
2208,buy,19461.99741114416,0
2209,stay,19400.57590688917,0
2210,stay,19348.259504516165,0
2212,buy,18924.52539269053,1
2213,sell,18705.732104022056,0
2214,short,18916.93032557389,-1
2215,buy,19265.165862569032,0
2216,buy,19106.96383262869,1
2217,sell,19225.81821816997,0
2218,short,19071.48168354806,-1
2219,buy,19420.84772867574,0
2220,stay,19433.971169535776,0
2221,buy,19505.950951962368,1
2222,sell,19327.979646747965,0
2223,short,19201.67304134188,-1
2224,buy,19010.457776985957,0
2227,buy,19081.94724109772,1
2228,sell,19019.905205707662,0
2229,short,18801.889433034445,-1
2230,buy,18805.48330740324,0
2231,stay,18584.407868477385,0
2233,stay,18631.151111311112,0
2234,buy,18303.659573382243,1
2235,stay,18341.31525587523,1
2236,sell,18356.77135912308,0
2237,short,18426.0430342608,-1
2238,stay,17973.253366489418,-1
2239,stay,17688.739530934658,-1
2240,buy,17529.27531668162,0
2241,short,17486.331980824223,-1
2242,stay,17624.299783911338,-1
2243,buy,17865.590256232026,0
2244,buy,17631.320348190315,1
2245,sell,17618.071701909514,0
2246,short,18013.799543520516,-1
2247,buy,17765.369808841588,0
2248,short,17470.78924132897,-1
2249,buy,17579.707111981923,0
2250,short,17563.87268008306,-1
2251,buy,17321.120721828735,0
2252,short,17575.323851141624,-1
2253,stay,17788.588984200058,-1
2254,buy,17473.187738742658,0
2255,short,17642.8661511972,-1
2256,stay,17938.03805652316,-1
2257,buy,17847.142790727514,0
2259,short,17891.44400208085,-1
2260,stay,18073.66426241196,-1
2261,buy,18243.48938899781,0
2262,stay,18475.013846428647,0
2263,stay,18680.04856292753,0
2264,stay,18921.53324129816,0
2265,buy,19023.44908039705,1
2266,sell,18995.79314323316,0
2267,short,19156.788734668957,-1
2268,stay,18892.21799189505,-1
2269,stay,18838.861280122288,-1
2270,buy,18685.629895349663,0
2271,short,18658.90782563238,-1
2272,stay,18793.49827186612,-1
2273,stay,18462.408645229378,-1
2274,buy,18343.848821785297,0
2275,short,18352.49375779478,-1
2276,stay,18669.09631007317,-1
2277,stay,18561.244588486807,-1
2278,stay,18615.06730877667,-1
2279,stay,18698.714594403955,-1
2280,buy,18653.905149803017,0
2281,buy,18751.021066109963,1
2282,sell,18632.131073381333,0
2283,buy,18430.53009099209,1
